link,job title,location,team,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542912,Part-Time Marketing Associate,Austin- TX,Global Specialty Fulfillment,· Completed high-school diploma or GED equivalent· Ability to work part-time, current commitment of max. 29 hrs per week· Ability to work a flexible schedule- meeting customer needs i.e. working days can be Tuesday one week and Saturday another week.· Experience in role responsible for personal interactions with customers on a daily basis· Experience in promotional event creation and execution· Ability to lift up to 49lbs with or without reasonable accommodation· Possess a valid driver's license and pass Amazon Motor Vehicle Check. Able to stand and walk for up to 10-12 hours a day with or without reasonable accommodation,· 2+ years of experience in a retail or customer-facing environment Bachelor’s degree in English- Literature- Creative Writing- Playwriting or equivalent experience· Prior experience working on a merchandising/brand ambassador team for a well-regarded consumer brands· Demonstrates integrity and is widely trusted· Sense of humor· Passion for Amazon and commitment to delighting customers· Excellent written and verbal communication skills complemented with the ability to problem solve independentlyAmazon is an Equal Opportunity-Affirmative Action Employer- Female/Minority/Disability/Vet,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542905,Marketing Associate,Austin- TX,Global Specialty Fulfillment,· Completed high-school diploma or GED equivalent· Experience in role responsible for personal interactions with customers on a daily basis· Experience in promotional event creation and execution· Ability to lift up to 49lbs with or without reasonable accommodation· Possess a valid driver's license and pass Amazon Motor Vehicle Check. Able to stand and walk for up to 10-12 hours a day with or without reasonable accommodation,· 2+ years of experience in a retail or customer-facing environment Bachelor’s degree in English- Literature- Creative Writing- Playwriting or equivalent experience· Prior experience working on a merchandising/brand ambassador team for a well-regarded consumer brands· Demonstrates integrity and is widely trusted· Sense of humor· Passion for Amazon and commitment to delighting customers· Excellent written and verbal communication skills complemented with the ability to problem solve independentlyAmazon is an Equal Opportunity-Affirmative Action Employer- Female/Minority/Disability/Vet,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542477,Account Representative,Austin- TX,Amazon Business,- 4-6+ years inside sales experience- B2B industry preferred- Healthcare Sales Experience,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542476,Account Representative,Austin- TX,Amazon Business,- 4-6+ years inside sales experience- B2B industry preferred- Healthcare Sales Experience,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542475,Account Representative,Austin- TX,Amazon Business,- 1-3+ years inside sales experience- B2B industry preferred- Healthcare Sales Experience,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542474,Account Representative,Austin- TX,Amazon Business,- 1-3+ years inside sales experience- B2B industry preferred- Healthcare Sales Experience,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542462,Account Representative,Austin- TX,Amazon Business,- 4-6+ years inside sales experience- B2B industry preferred,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542461,Account Representative,Austin- TX,Amazon Business,- 4-6+ years inside sales experience- B2B industry preferred,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542456,Account Representative,Austin- TX,Amazon Business,- 1-3+ years inside sales experience- B2B industry preferred,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/542455,Account Representative,Austin- TX,Amazon Business,- 1-3+ years inside sales experience- B2B industry preferred,BA/BS degreeActive listener and effective communicatorAbility to prioritize and demonstrate relentless discipline in achieving goalsProven ability to influence othersStrong ownership- bias for action and willingness to role-up your sleevesExpert use of MS Office Suite- CRMs (e.g. Salesforce.com) and other systemsKnowledge of procurement and source to pay methods at small and medium businesses,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/541860,Area Manager,Austin- TX,Global Specialty Fulfillment,· 2 years Amazon experience or 4 year accredited degree· 3+ years’ experience building and leading retail teams of 2 or more· Experience in promotional event creation and execution· Experience in role responsible for personal interactions with customers on a daily basis· Ability to lift up to 49lbs with or without reasonable accommodation· Possess a valid driver's license and pass Amazon Motor Vehicle Check.· Able to stand and walk for up to 10-12 hours a day with or without reasonable accommodation· Ability to work a flexible schedule- meeting customer needs- including nights and weekends,· 2+ years of retail store management experience· Availability of reliable transportation· Sense of humor· A true passion for helping people and creating positive customer service experiences· Demonstrated ability to attract- hire and develop teams and build a bench for associates· Passion for Amazon and commitment to delighting customers· Excellent written and verbal communication skills complemented with the ability to problem solve independently· Ability to thrive in an ambiguous environment- and when given a deadline you know how to motivate yourself- your managers- and associates to meet itAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/539838,Software Development Engineer,Austin- TX,Device Software and Services ,· Bachelor’s degree in Computer Science- Computer Engineering or related field- or 4+ years of relevant work experience· 3+ years of professional experience in software development building production software systems· 3+ years of Computer Science fundamentals in object-oriented design- data structures- algorithm design- problem solving- and complexity analysis· 3+ years of experience in C- C++- C# development· 3+ years of experience working with networking or communications devices in an embedded environment· 3+ years of experience with Linux development environment,· Understanding of embedded development constraints· Data analysis and debugging skills· Master’s degree· Strong communication and interpersonal skills· Linux on ARM CPUs· JTAG experience· System Profiling tools experience· Strong debugging/trouble-shooting skills of embedded systems· Expertise with Linux kernel and application software development· Experience with real time debugging tools (software and hardware)· Knowledge in serial interface protocols like I2C and SPIAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/539234,Manager- Software Development - Customer Order Fulfillment Systems,Austin- TX,Supply Chain Optimization Technologies,· Bachelor’s Degree in Computer Science or equivalent engineering field.· 5+ years managing high performance software engineering teams while identifying- hiring and developing top talent· 3+ years owning and driving end-to-end product requirements across multiple teams· Proven track record of shipping multiple high quality software products/services on time and at global scale· Experience with managing the day-to-day activities of an engineering team and working collaboratively with business- product- and design teams· Strong verbal and written communication skills· Expert problem-solving skills and the abilities to analyze quantitatively- scope technical requirements and effectively prioritize program deliverables,· Master's Degree in Computer Science or related field· Deep- hands-on technical expertise in rich user experiences and high scale- service-oriented architectures· Ability to handle multiple competing priorities in a fast-paced environment· Knowledge of professional software engineering practices & best practices for the full software development life cycle including coding standards- code reviews- source control management- build processes- testing- and 24x7 operations· The ability to communicate ideas effectively- to listen to others’ ideas- and to collaborate to arrive at great solutions- including effective written communication skills- and building good relationships across a larger organization· Strong bias for action- ability to juggle multiple priorities and create a sense of urgency in a fast-paced- dynamic environment· Demonstrated success hiring technical staff- leading large development teams and continuously improving to raise the bar and maintain high standards· Demonstrates strategic thinking- problem-solving skills- business acumen- and a desire to deliver what’s right for customers,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/538966,Sr Mgr- IT Service Center,Austin- TX,IT - Fulfillment,• Bachelor’s Degree from an accredited university or 2+ years of Amazon experience• 7+ years experience managing technical teams• 5+ years managing people managers• Previous experience in IT Infrastructure Operations- IT Service Management or IT Business Operations• Willingness to travel 20% domestic and international,• MBA or advanced degree from an accredited university• 3+ years change management and/or project management.• Previous experience in leading large and diverse organizations.• Strong track record of building productive and successful IT support teams and developing talent• Success delivering customer facing IT support services in a high-growth environment- and solving ambiguous customer-focused problems• Strong analytical and quantitative skills, ability to use hard data and metrics to back up assumptions and opinions,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/537392,Data Engineer II,Austin- TX,Supply Chain Optimization Technologies,· Bachelor or higher degree in an analytical area such as Computer Science or Information Systems.· 3+ years of working experience with large data sets and strong data analytical skills to identify patterns/correlations.· Strong SQL skills and data modeling skills to deal with complicated datasets· Experience with AWS technologies such as EMR- Dynamo- RDS- S3- etc.· Track record of effective data mining/report building· Experience with MPP databases such as Redshift· Ability to meet tight deadlines and prioritize workloads in a fast paced environment,· Experience working in a corporate environment and evidence of positive impact on real world business decision making using analytics· Experience with open source big data processing systems and infrastructure such as Spark- Hive- PrestoDB- etc.· Experience with full software development life cycle- including coding standards- code reviews- source control management- build processes- and testing· Self-driven, requires little oversight,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/537319,Software Development Engineer,Austin- TX,Amazon Fulfillment Technologies (AFT),Basic qualifications:· 4+ years of professional experience in software development· Bachelor's or Master's Degree in Computer Science or related field· Computer Science fundamentals in object-oriented design- algorithm design- problem solving- and complexity analysis· Solid experience in OO programming languages such as C++- Java or C#· Solid UNIX or Linux experience· Experience with scaling and performance of large systems· Outstanding interpersonal and communication skills· Obsession with quality and customer experience - attention to detail coupled with ability to think abstractly,Preferred Qualifications:· Experience taking a leading role in building complex software systems that have been successfully delivered to customers.· Knowledge of professional software engineering best practices for the full software development life cycle- including coding standards- code reviews- source control management- build processes- testing- and operations.· Background in distributed computing- service-oriented architectures and enterprise-wide systems.· Experience in communicating with users- other technical teams- and senior management to collect requirements- describe software product features- technical designs- and product strategy.· Experience mentoring junior software engineers to improve their skills- and make them more effective- product software engineers.· Experience influencing software engineering best practices within your team.· Full stack experience ranging from front-end user interfaces through to back-end systems and all points in between.Amazon is an Equal Opportunity-Affirmative Action Employer - Female/Minority/Disability/Veteran/Gender Identity/Sexual Orientation,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/537087,Software Development Engineer II - Amazon Last Mile Tech,Austin- TX,Amazon Flex Tech,· Completed Bachelor's degree in Computer Science or equivalent· 4+ years in software development using Java- C++- C#- Python- or related· Computer Science fundamentals in object-oriented design- data structures- algorithm design- problem solving- and complexity analysis· 4+ years developing Web Services as well as designing and working with API contracts across the stack· Fundamental experience working with a large- streaming data set,· Completed Master’s degree in Computer Science or equivalent· Experience building complex software systems that have been successfully delivered to customers· Ability to take a project from scoping requirements through actual launch of the project· Experience in communicating with users- other technical teams- and management to collect requirements- describe software product features- and technical designs· Experience building highly scalable and available services· Experience in building high-performance- highly-available and scalable distributed systems· Ability to work in an ambiguous environment and create innovative solutions regularlyAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/536689,Software Dev Engineer II - Supply Chain Optimization,Austin- TX,Supply Chain Optimization Technologies,· Degree in Computer Science or related field- with 4+ years professional experience in software development· Expertise in computer science fundamentals including object-oriented design- data structures- algorithm design- problem solving- and complexity analysis· Proficiency in multiple modern Object Oriented programming languages such as Java- C#- or C++ and expertise in at least one· Excellent verbal and written communication,· Direct proficiency in Java with 4+ years experience· Proven experience with large Linux-based systems· Expert in professional software engineering practices & best practices for the full software development life cycle- including coding standards- code reviews- source control management- build processes- testing- and operations· Experience designing systems with service-oriented architecture and web application/services development· Hands-on expertise in many disparate technologies- typically ranging from front-end user interfaces through to back-end systems and all points in between,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/536684,Journeyman Electrician-Austin- TX,Austin- TX,Maintenance,Basic qualifications· Possesses a valid Journeyman Electrician’s Certificate.· Required to maintain- install and repair electrical equipment.· Must be able to perform 120 volt electrical work without supervision.· Must have experience with Microsoft Office- including Outlook- Word- and Excel.· Works in a safe manner and maintains a safe work environment.· Ability to develop curriculum to teach peers and customers· Minimum of High School Diploma or GED required· Valid driver’s license and access to an automobile· 2+ years of experience working directly with customer· Excellent time-management- organizational- and prioritization skills,Preferred Qualifications· Working knowledge of network infrastructure- installation of cat 5/6 cabling and troubleshooting· Strong aptitude for consumer technology· Ability to work independently in a fast-paced and rapidly changing environment· Ability to communicate professionally- with maturity and self confidence· Demonstrated ability to influence and develop productive working relationships with internal team· Flexibility with full-time schedule- including shift assignments on weekends/eveningsAmazon is an Equal Opportunity-Affirmative Action Employer - Female/Minority/Disability/Veteran/Gender Identity/Sexual Orientation.,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/535518,Field Technician-Austin- TX,Austin- TX,,Basic qualifications· 2+ years of experience working directly with customers· Strong aptitude for consumer technology· Excellent listener- quick learner- and able to handle ambiguity· Ability to work independently in a fast-paced and rapidly changing environment· Valid driver’s license and access to an automobile· Excellent time-management- organizational- and prioritization skills· Ability to communicate professionally- with maturity and self confidence· Patience with dealing with customers that are slower to learn new technologies· Comfortable working in homes of customers· Flexibility with full-time schedule- including shift assignments on weekends/evenings· High School Diploma,Preferred Qualifications· Bachelor’s degree· Experience as an in-home technician or retail store technology expert (e.g. Apple Genius- Geek Squad Double Agent)· Ability to develop curriculum to teach peers and customersDemonstrated ability to influence and develop productive working relationships with internal teamAmazon is an Equal Opportunity-Affirmative Action Employer - Female/Minority/Disability/Veteran/Gender Identity/Sexual Orientation,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/535513,Operations Lead-Austin- TX,Austin- TX,Customer Service ,Basic Qualifications:· 2+ years of experience working directly with customers· Experience with consumer technology· Reliable transportation to travel between worksites from home site where applicable· Flexibility with full-time schedule- including evenings- weekends and being on-call· High School Diploma or equivalent,Preferred Qualifications:· Bachelor’s degree· Ability to navigate across multiple systems in high pressure situations· Exceptional written and verbal communication skills· Demonstrated ability to create and influence processes· Excellent time-management- organizational- and prioritization skills· People leadership experience· Ability to patiently and enthusiastically teach others about new technologies· Ability to develop learning content for peers and customers· Excellent listener- quick learner- and able to handle ambiguity· Deep understanding of regional traffic patterns· Demonstrated creativity in solving complex problems· Operations and logistics experience· Demonstrated ability to influence and develop productive working relationships with an internal teamAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/535393,Sr. Software Development Engineer - Amazon Tickets (Austin- TX),Austin- TX,Amazon Tickets,·   · Bachelor’s Degree in Computer Science or related field  · 3+ years professional experience in software development  · Fundamentals in object-oriented design- data structures- algorithm design- problem solving- and complexity analysis,· Master’s degree in Computer Science or equivalent· Experience implementing and consuming large scale web services· Deep understanding of mobile development and best practicesExperience with accounting- finance- and payment systems· Fluency in programming languages beyond Java (e.g. Ruby- Python- Scala)Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.#AUSBDSDE3#AUSBDSDE3BACK,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/535392,Software Development Engineer - Amazon Tickets (Austin- TX),Austin- TX,Amazon Tickets,·   · Bachelor’s Degree in Computer Science or related field  · 3+ years professional experience in software development  · Fundamentals in object-oriented design- data structures- algorithm design- problem solving- and complexity analysis,· Master’s degree in Computer Science or equivalent· Experience implementing and consuming large scale web services· Deep understanding of mobile development and best practicesExperience with accounting- finance- and payment systems· Fluency in programming languages beyond Java (e.g. Ruby- Python- Scala)Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/535388,Software Development Engineer - Amazon Tickets (Austin- TX),Austin- TX,Amazon Tickets,·   · Bachelor’s Degree in Computer Science or related field  · 3+ years professional experience in software development  · Fundamentals in object-oriented design- data structures- algorithm design- problem solving- and complexity analysis,· Master’s degree in Computer Science or equivalent· Experience implementing and consuming large scale web services· Deep understanding of mobile development and best practicesExperience with accounting- finance- and payment systems· Fluency in programming languages beyond Java (e.g. Ruby- Python- Scala)Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534370,AWS Global Accounts Solutions Architect (Austin- TX),Austin- TX,Solutions Architects,• Experience collaborating with the sales team to drive customer satisfaction- exceed customer expectations- create and execute business plans to accelerate the adoption of AWS and exceed revenue goals• 7+ year’s design/implementation/consulting experience of large-scale- enterprise applications• 3+ years’ experience working with multi-national customers in support of technology sales• Demonstrated experience developing enterprise application architectures to meet business requirements in complex environments• Experience with cloud solutions- virtual platforms- software development experience- and operational management practices and frameworks• Understanding of security- risk and compliance frameworks- disaster recovery- high availability architectures- hardware- operating systems and networking connectivity• Large-scale systems integration involving on-premises technology and public cloud platforms• Technical degree required,• Master’s degree preferred• Professional experience architecting/operating solutions built on AWS• Experience communicating across internal and external organizationsAmazon is an Equal Opportunity-Affirmative Action Employee Minority/Female/Disability/Vetaws-solarch-na,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534320,Software Dev Engineer II - Supply Chain Optimization,Austin- TX,Supply Chain Optimization Technologies,· Degree in Computer Science or related field- with 4+ years professional experience in software development· Expertise in computer science fundamentals including object-oriented design- data structures- algorithm design- problem solving- and complexity analysis· Proficiency in multiple modern Object Oriented programming languages such as Java- C#- or C++ and expertise in at least one· Excellent verbal and written communication,· Direct proficiency in Java with 4+ years experience· Proven experience with large Linux-based systems· Expert in professional software engineering practices & best practices for the full software development life cycle- including coding standards- code reviews- source control management- build processes- testing- and operations· Experience designing systems with service-oriented architecture and web application/services development· Hands-on expertise in many disparate technologies- typically ranging from front-end user interfaces through to back-end systems and all points in between,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534200,Enterprise & Partner Migration Tools & Process Lead,Austin- TX,Solutions Architects,Skills and qualifications include:· Customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs- best practices- project management and risk mitigation· Demonstrated ability to think strategically about business- product- and technical challenges· Proven track record of managing and delivering large-scale IT projects including definition and execution of successful project controls on a large scale· Highly technical and analytical- possessing 5-7 years of implementation/consulting experience· Deep hands-on experience leading the design- development and deployment of business software at scale· Strong track record of implementing AWS services in a variety of distributed computing environments· Integration of AWS cloud services with on-premise technologies from Microsoft- IBM- Oracle- HP- SAP etc.· Experience with IT compliance and risk management requirements (eg. security- privacy- SOX- HIPPA etc.)· Working knowledge of software development life cycle (SDLC) and agile/iterative methodologies required. Scrum Master experience a plus.· Experience working within software development or Internet-related industries· Strong verbal and written communications skills and ability to work effectively across organizations· BS level technical degree required, Computer Science or Math background preferred, MS degree desired,Preferred Qualifications:· Visible IT Industry thought leadership on relevant topics related to enterprise IT infrastructure· Vertical industry sales and delivery experience of contemporary services and solutions· Experience with design of modern- scalable delivery models for technology consulting services· Business development experience including complex agreements w/ integrators and ISVs· International sales and delivery experience w/ global F500 enterprise customers and partners· Use of AWS services in distributed environments with Microsoft- IBM- Oracle- HP- SAP etc.· Advanced degrees in engineering and/or businessAmazon is an Equal Opportunity-Affirmative Action Employer-Minority/Female/Disability/Vetaws-proserv-na,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534154,DevOps Consultant,Austin- TX,Professional Services,BA/BS degree or equivalent experience, Computer Science or Math background preferred· 5+ years of experience as a technical specialist in Customer-facing roles.· Strong verbal and written communication skills- with the ability to work effectively across internal and external organizations.· Ability to travel to client locations when needed. Up to 50% regionally.· Strong practical Linux and Windows-based systems administration skills in a Cloud or Virtualized environment.· Experience building sophisticated and highly automated infrastructure.  Prior success in automating a real-world production environment.· Experience with seamless/automated build scripts used for release management across all environments.· Understanding and experience with code deployment (tagging).,· Experience with Chef- Puppet- Salt- or Ansible in production environments with many nodes.  Familiarity with CloudFormation and JSON.· Strong scripting skills- i.e.- Powershell- Python- Bash- Ruby- Perl- etc.· Knowledge of IP networking- VPN's- DNS- load balancing and firewalling.· Familiarity with any monitoring tools like Nagios- Incinga- SiteScope- etc.· Experience with revision control source code repositories (Git- SVN- Mercurial- Perforce).· Management of continuous integration servers like Jenkins- Bamboo and TeamCity.· Experience with automated testing tools (ie. Selenium- JMeter).· Understanding and experience with code deployment (tagging).Understanding of Service-Oriented Architecture (SOA and REST).· Experience building enterprise security strategy for cloud adoption or driving the program's evolution to meet new requirements· Experience leading the certification or accreditation of cloud workload(s) to meet industry standards such as PCI DSS- ISO 27001- HIPAA- and NIST/DoD frameworks.· Strong verbal and written communications skills and ability to lead effectively across organizations,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534140,Software Development Engineer -  Amazon Tickets - Austin- TX,Austin- TX,Amazon Tickets,· Bachelor’s Degree in Computer Science or related field· 3+ years professional experience in software development· Fundamentals in object-oriented design- data structures- algorithm design- problem solving- and complexity analysis,· Master’s degree in Computer Science or equivalent· Experience implementing and consuming large scale web services· Deep understanding of mobile development and best practices Experience with accounting- finance- and payment systems· Fluency in programming languages beyond Java (e.g. Ruby- Python- Scala)Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534041,City Manager,Austin- TX,,· 10+ years of experience working directly with Customers· 5+ years of management experience· Strong aptitude for consumer technology· Excellent listener- quick learner- and able to handle ambiguity· Ability to work independently in a fast-paced and rapidly changing environment· Valid driver’s license and access to an automobile· Excellent time-management- organizational- and prioritization skills· Ability to communicate professionally- with maturity and self confidence· Comfortable working in homes of Customers· Flexibility with full-time schedule- including shift assignments on weekends/evenings· High School Diploma,· Bachelor’s degree· Experience as an in-home technician or retail store technology supervisor or manager· Ability to develop curriculum to teach field technicians· Demonstrated ability to influence and develop productive working relationships with internal team,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533729,Cloud Application Architect / Developer,Austin- TX,Professional Services,• BS level technical degree or equivalent experience, Computer Science or Engineering background preferred, Masters Degree desired.• 5+ years of experience as a technical specialist in Customer-facing roles.• Hands-on technical application architect• 5+ years of an application programming• Strong verbal and written communication skills- with the ability to work effectively across internal and external organizations.• Extended travel to customer locations may be required to sell and deliver professional services as needed,• Extensive experience architecting- designing and programming applications in an AWS Cloud environment• Experience with designing and building application using AWS services such as EC2- AWS Elastic Beanstalk- AWS OpsWorks• Experience architecting highly available systems that utilize load balancing- horizontal scalability and high availability• Hands on programing skills in any of the following: Python- Java- Node.js- Ruby- .NET or Scala• Agile software development expert• Experience with continuous integration tools (e.g. Jenkins)• Hands on familiarity with CloudFormation.• Experience with configuration management platforms (e.g. Chef- Puppet- Salt- or Ansible)• Strong scripting skills (e.g. Powershell- Python- Bash- Ruby- Perl- etc.)• Strong practical application development experience on Linux and Windows-based systems• Extra curricula software development passion (e.g. active open source contributor)Amazon is an Equal Opportunity-Affirmative Action Employer-Minority/Female/Disability/Vetaws.team-pro-serv,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533728,Cloud Infrastructure Architect,Austin- TX,Professional Services,· Customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs- best practices- project management and risk mitigation· Demonstrated ability to think strategically about business- product- and technical challenges· Highly technical and analytical- possessing 10 or more years of IT implementation experience· Deep hands-on experience leading the design- development and deployment of business software at scale or current hands on technology infrastructure- network- compute- storage- and virtualization experience· Proven experience with software development life cycle (SDLC) and agile/iterative methodologies required· Strong track record of implementing AWS services in a variety of distributed computing environments· Integration of AWS cloud services with on-premise technologies from Microsoft- IBM- Oracle- HP- SAP etc.· Experience with IT compliance and risk management requirements (eg. security- privacy- SOX- HIPAA etc.)· BS level technical degree required, Computer Science or Math background preferred, MS degree desired· Extended travel to customer locations may be required to sell and deliver professional services as needed,· Managing executive Customer relationships and key business stakeholders.· Delivering IT Strategy & Consulting services· Enterprise Architecture Frameworks (e.g. TOGAF- Zachman) and identifying the relationships between business services- information- applications and global infrastructure assets.· Enterprise IT management frameworks (e.g. ITIL v3 processes).· Broad Enterprise systems experience including SAP- Oracle- MSFT and custom Java/.NET applications.· Designing- building- and operating global IT infrastructures.· A proven track record of managing and delivering large-scale enterprise IT projects.· Familiarity with industry compliance and security standards including PCI DSS- SOC-1&2- ISO 27001- HIPAA- GxP and FDA.  Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.  aws-proserv-na,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533298,RTL Design Engineer,Austin- TX,Software Development Engineers and Managers,• BS degree or higher in EE- CE- or CS• 5 years of practical experience• Experience working with 3rd party development projects• Experience with design development using Verilog• Experience with design verification- synthesis- timing/power analysis and DFT• Excellent verbal and written communication skills,• 10 years or more of practical experience• Experience with wide variety of low power design techniques• Large breadth of knowledge from architecture through physical design• Knowledge of FPGA and emulation platforms• Proficient with writing automation scripts**For more information on Amazon Web Services- please visit http://aws.amazon.com.***LI-LJ1,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533295,Software Development Engineer - Silicon Optimization,Austin- TX,Software Development Engineers and Managers,▪ Bachelor’s degree or higher in Computer Science- Engineering- or related field▪ Computer Science fundamentals in object-oriented design- data structures and algorithm design- and complexity analysis▪ Knowledge of network- distributed- asynchronous- and concurrent programming▪ High degree of proficiency in OO development in Java- with capability in C or C++▪ Proficiency in one or more modern scripting languages like Python▪ Proficiency as a Linux user and software developer▪ Strong verbal and written communication skills▪ Strong analytical skills- with excellent problem solving abilities▪ Motivated to drive tasks to completion and take ownership of projects▪ Ability to work in a fast paced and agile development environment.▪ Experience with professional software engineering practices and best practices for the full software development life cycle- including coding standards- code reviews- source control management- build processes- testing- and operations,· Experience developing scalable- highly-available software technologies using AWS or other cloud-based technologies.· Experience with continuous integration and deployment· Experience building and operating scalable infrastructure software or distributed systems· Experience in application performance analysis and optimization.· Experience in Agile/SCRUM enterprise-scale software development· Familiar with building secure software using modern security principles· Domain experience in an area related to high-scale data center technologies such as compute- storage- networking- or accelerators.· Experience with Git source control,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/532911,Amazon Flex - QAE II,Austin- TX,Engineering - Fulfillment,· 5+ years testing experience on mobile applications· Bachelor's degree or equivalent experience working in software development or quality organizations- writing QA tools and automated tests for web-based and mobile applications· Proven track record to creating and executing on highly effective quality processes· Experience driving end-to-end software quality· Strong knowledge of QA methodology and tools.· Experience in writing test plans- test automation- or test cases.· Is innovative- can simplify- and has relentlessly high standards· Can juggle testing of multiple releases with multiple dependencies· Able to handle an extremely fast pace while maintaining the highest quality standards,- Experience testing Android and/or iOS applications.- Experience Testing Web Application Platforms- Ability to understand technical specifications- designs and code.- Experience working with internationalized products- and internationalization frameworks.,,,,,,,,,,,,
